,utt,intent,index
6448,"what airport in new york is closest to downtown , show me the cheapest fare in the database and then are there any early flights from atlanta to washington on thursday mornings",atis_airport#atis_cheapest#atis_flight,"6,15,2"
6449,"what is fare code h , airports and what is the arrival time in san francisco for the 755 am flight leaving washington",atis_abbreviation#atis_airport#atis_flight_time,"5,6,17"
6450,what is as and also what aircraft is used on delta flight 1222 from kansas city to salt lake city,atis_abbreviation#atis_aircraft,"5,16"
6451,"what cities are served by canadian airlines international , what is the distance between pittsburgh airport and downtown pittsburgh and then what price is a limousine service to new york s la guardia",atis_city#atis_distance#atis_ground_fare,"11,9,14"
6452,what type of airplane is an m80 and also show me fares less than 400 dollars for flights from dallas to baltimore,atis_aircraft#atis_airfare,"16,4"
6453,"what is the least expensive one way ticket from atlanta to denver leaving on october twelfth , airports and what are the cities that american airlines serves",atis_airfare#atis_airport#atis_city,"4,6,11"
6454,show me round trip fares from baltimore to philadelphia,atis_airfare,4
6455,please list information regarding san francisco airport and also flights from washington august second,atis_airport#atis_flight,"6,2"
6456,show me the type of aircraft that cp uses and how many passengers fit on a d9s,atis_aircraft#atis_capacity,"16,10"
6457,on september fourth i ll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,atis_flight,2
6458,what does code y stand for and what is restriction ap57,atis_abbreviation#atis_restriction,"5,7"
6459,what is the name of the airport in philadelphia and then how far is the airport from downtown pittsburgh,atis_airport#atis_distance,"6,9"
6460,"what is sa , how much is the ground transportation between atlanta and downtown and also ground transportation in las vegas",atis_abbreviation#atis_ground_fare#atis_ground_service,"5,14,8"
6461,"which airlines fly into and out of denver , what s the capacity of a 733 and what s the schedule of flights from atlanta to boston on august first",atis_airline#atis_capacity#atis_flight_time,"3,10,17"
6462,what is the cost of flight dl 106 from philadelphia to boston,atis_airfare,4
6463,show me the airlines that fly between toronto and denver and then what are my meal options from boston to denver,atis_airline#atis_meal,"3,13"
6464,"i d like to know the price of first class seats from atlanta to san francisco , where is lester pearson airport and also what are the restrictions on the cheapest one way fare between boston and oakland",atis_airfare#atis_city#atis_restriction,"4,11,7"
6465,give me the round trip coach fare from baltimore to dallas,atis_airfare,4
6466,show me the airlines that fly from toronto to san francisco and then show me the cheapest fare in the database,atis_airline#atis_cheapest,"3,15"
6467,on tuesday i d like to find a flight from detroit to st petersburg that arrives before 10 pm and what are all the available meals,atis_flight#atis_meal,"2,13"
6468,houston airports and also i d like information on flights between philadelphia and san francisco with a stop in dallas,atis_airport#atis_flight,"6,2"
6469,"what is mco , what kind of aircraft do you have flying from boston to san francisco on august twenty seventh and then show me all meals on flights from atlanta to washington",atis_abbreviation#atis_aircraft#atis_meal,"5,16,13"
6470,show me city served both by nationair and canadian airlines international and which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338,atis_city#atis_flight_no,"11,1"
6471,what does fare code m mean and please list information regarding san francisco airport,atis_abbreviation#atis_airport,"5,6"
6472,what is the earliest departure time from boston to denver and then ground transportation baltimore,atis_flight_time#atis_ground_service,"17,8"
6473,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and then what is the flight number of the earliest flight between boston and washington dc,atis_capacity#atis_flight_no,"10,1"
6474,i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm and also show ground transportation for pittsburgh,atis_flight_no#atis_ground_service,"1,8"
6475,show me the cheapest fare in the database and then what is the cost of limousine service in philadelphia,atis_cheapest#atis_ground_fare,"15,14"
6476,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore and how much is the ground transportation between atlanta and downtown,atis_airfare#atis_ground_fare,"4,14"
6477,"airports in new york , show me the flight schedule from pittsburgh to san francisco and how many flights come from denver to baltimore on july nineteenth",atis_airport#atis_flight_time#atis_quantity,"6,17,0"
6478,what cities does continental service and then i would like the evening schedule of flights from san francisco to washington,atis_city#atis_flight_time,"11,17"
6479,what s the smallest plane flying from pittsburgh to baltimore on december seventeenth and also what are my meal options from boston to denver,atis_aircraft#atis_meal,"16,13"
6480,"repeating leaving denver to san francisco before 10 am what type of aircraft is used , which airlines fly between boston and philadelphia and show me airports near washington dc",atis_aircraft#atis_airline#atis_airport,"16,3,6"
6481,what types of aircraft can i get a first class ticket from philadelphia to dallas and also show me the cheapest fare in the database,atis_aircraft#atis_cheapest,"16,15"
6482,show me airlines with flights from pittsburgh to boston please and then what is restriction ap57,atis_airline#atis_restriction,"3,7"
6483,what price is a limousine service in boston and also how many flights arrive at general mitchell international,atis_ground_fare#atis_quantity,"14,0"
6484,"which airlines are represented in the database , what are the cities that american airlines serves and also show me flights from denver to boston on tuesday",atis_airline#atis_city#atis_flight,"3,11,2"
6485,what is the yn code and what are the restrictions on the cheapest one way fare between boston and oakland,atis_abbreviation#atis_restriction,"5,7"
6486,i need a plane that arrives in san francisco by 9 o clock pm on friday and leaves from baltimore and then is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_aircraft#atis_meal,"16,13"
6487,"please tell me the type of aircraft used from atlanta to denver before 12 o clock noon , where is general mitchell international located and also what re the flights from new york city to las vegas that arrive on a sunday",atis_aircraft#atis_city#atis_flight,"16,11,2"
6488,"how long does it take to get from atlanta airport into the city of atlanta , show me all meals on flights from atlanta to washington and also how many fare codes belong to economy class",atis_distance#atis_meal#atis_quantity,"9,13,0"
6489,which airlines have first class flights today and also show me the cheapest fare in the database,atis_airline#atis_cheapest,"3,15"
6490,"what airline is dl , is bwi washington and how much is the ground transportation between atlanta and downtown",atis_airline#atis_city#atis_ground_fare,"3,11,14"
6491,show me the names of airlines in atlanta and also please give me the flight times i would like to fly from boston to baltimore in the morning before 8,atis_airline#atis_flight_time,"3,17"
6492,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , what airport is at tampa and also what price is a limousine service to new york s la guardia",atis_aircraft#atis_airport#atis_ground_fare,"16,6,14"
6493,what is the flight number of the earliest flight between boston and washington dc and also ground transportation oakland,atis_flight_no#atis_ground_service,"1,8"
6494,how much is the ground transportation between atlanta and downtown and then how long does the ground transportation take from the salt lake city airport,atis_ground_fare#atis_ground_service,"14,8"
6495,what times does the late afternoon flight leave from washington for denver and i need to get downtown from the denver airport,atis_flight_time#atis_ground_service,"17,8"
6496,show me the cheapest fare in the database and how long is the flight from atlanta to san francisco at noon on november seventh,atis_cheapest#atis_distance,"15,9"
6497,which airlines fly from boston to washington dc and also show me the cheapest fare in the database,atis_airline#atis_cheapest,"3,15"
6498,"what is the yn code , what airlines have flights from boston to philadelphia that leave before 630 am and then what city is the airport mco in",atis_abbreviation#atis_airline#atis_city,"5,3,11"
6499,please list the flight times from newark to boston and what are the restrictions on the cheapest one way fare between boston and oakland,atis_flight_time#atis_restriction,"17,7"
6500,what does fare code qo mean and what is the distance between pittsburgh airport and downtown pittsburgh,atis_abbreviation#atis_distance,"5,9"
6501,"show me the cheapest fare in the database , please give me the flights available from boston to pittsburgh on wednesday of next week and also what are the restrictions on the cheapest one way fare between boston and oakland",atis_cheapest#atis_flight#atis_restriction,"15,2,7"
6502,now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta and then what are the rental car rates in san francisco,atis_flight_time#atis_ground_fare,"17,14"
6503,show me airports in washington dc and also i would like information on ground transportation city of boston between airport and downtown,atis_airport#atis_ground_service,"6,8"
6504,"what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm , where is general mitchell international located and then please list the flight times from pittsburgh to newark",atis_airline#atis_city#atis_flight_time,"3,11,17"
6505,"fare code y what does that mean , are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning and also i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night",atis_abbreviation#atis_city#atis_flight_no,"5,11,1"
6506,what kind of airplane goes from boston to san francisco before noon and also ground transportation between airport and downtown in boston,atis_aircraft#atis_ground_service,"16,8"
6507,"what type of plane is an m80 , what s the fare from washington to boston and then what city is the airport mco in",atis_aircraft#atis_airfare#atis_city,"16,4,11"
6508,airports in new york and also what s the ground transportation from oakland to san francisco,atis_airport#atis_ground_service,"6,8"
6509,"list a round trip fare from kansas city to minneapolis flights , please show me airlines with flights from denver to philadelphia and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_airfare#atis_airline#atis_restriction,"4,3,7"
6510,please list the flight times from pittsburgh to newark and then what price is a limousine service to new york s la guardia,atis_flight_time#atis_ground_fare,"17,14"
6511,what airport in new york is closest to downtown and then what are the cities served by delta airlines,atis_airport#atis_city,"6,11"
6512,how much does it cost to get downtown from the atlanta airport by limousine and then how many booking classes are there,atis_ground_fare#atis_quantity,"14,0"
6513,leaving denver flying to san francisco before 10 am what type of aircraft is used and what are the restrictions on the cheapest one way fare between boston and oakland,atis_aircraft#atis_restriction,"16,7"
6514,how much time does it take to go between the airport and downtown by ground transportation in dallas and also what are my meal options from boston to denver,atis_ground_service#atis_meal,"8,13"
6515,what planes does united use and also how far is downtown from the airport in dallas,atis_aircraft#atis_distance,"16,9"
6516,"does the philadelphia airport have a name , is there limo service at pittsburgh airport and then how many united flights are there from san francisco please",atis_airport#atis_ground_service#atis_quantity,"6,8,0"
6517,"i m going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying , what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco and then what is the schedule of ground transportation from washington airport into downtown",atis_aircraft#atis_flight_no#atis_flight_time,"16,1,17"
6518,what does fare code y mean and also how far is it from salt lake city airport to salt lake city,atis_abbreviation#atis_distance,"5,9"
6519,i want to leave philadelphia and arrive in atlanta on a thursday,atis_flight,2
6520,"what is ewr , names of airports and then on the flight from baltimore to san francisco on us air leaving at 420 what type of aircraft is used",atis_abbreviation#atis_airport#atis_flight,"5,6,2"
6521,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and also show me all meals on flights from atlanta to washington,atis_capacity#atis_meal,"10,13"
6522,show me the ground transportation to westchester county,atis_ground_service,8
6523,what is the meaning of meal code s and also what are my meal options from boston to denver,atis_abbreviation#atis_meal,"5,13"
6524,"first class from detroit to st petersburg , show me the flight schedule from pittsburgh to san francisco and also what are the rental car rates in dallas",atis_flight#atis_flight_time#atis_ground_fare,"2,17,14"
6525,rental car in baltimore,atis_ground_service,8
6526,please find the earliest possible flight from boston to denver and then how much is the ground transportation between atlanta and downtown,atis_flight#atis_ground_fare,"2,14"
6527,"please list information regarding san francisco airport , where is general mitchell international located and also show me a list of ground transportation at boston airport",atis_airport#atis_city#atis_ground_service,"6,11,8"
6528,"what is the distance between pittsburgh airport and downtown pittsburgh , what is the total schedule for delta s flights to all airports and then what is restriction ap57",atis_distance#atis_flight_time#atis_restriction,"9,17,7"
6529,where is lester pearson airport and how much is the ground transportation between atlanta and downtown,atis_city#atis_ground_fare,"11,14"
6530,what does fare code y mean and also what is restriction ap80,atis_abbreviation#atis_restriction,"5,7"
6531,"what kind of aircraft does delta use before 8 am on august second from boston to denver , what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh and then what ground transportation is available in san francisco",atis_aircraft#atis_flight_time#atis_ground_service,"16,17,8"
6532,show me all flights from san diego to new york using dc10 and then how many cities are served by twa with first class flights,atis_flight#atis_quantity,"2,0"
6533,"leaving denver flying to san francisco before 10 am what type of aircraft is used , show me the cheapest fare in the database and how far is it from orlando airport to orlando",atis_aircraft#atis_cheapest#atis_distance,"16,15,9"
6534,what time does the flight leave denver going to san francisco on continental airlines,atis_flight_time,17
6535,which flight is a one way fare at 329 dollars from denver to pittsburgh and what time does flight aa 459 depart,atis_flight#atis_flight_time,"2,17"
6536,what type of aircraft are used on flights from cleveland to dallas that leave before noon and also how many flights does each airline have with first class service,atis_aircraft#atis_quantity,"16,0"
6537,what is the aircraft type with the greatest seating capacity and also what flights from phoenix to las vegas on saturday,atis_aircraft#atis_flight,"16,2"
6538,what is the name of the airport at denver and also what is the distance between pittsburgh airport and downtown pittsburgh,atis_airport#atis_distance,"6,9"
6539,show me airports near washington dc and then what is the seating capacity of a boeing 767,atis_airport#atis_capacity,"6,10"
6540,what is the name of the airport at denver and show me the ground transportation at denver,atis_airport#atis_ground_service,"6,8"
6541,"what is fare code h , what flights are available from denver to philadelphia with stopover in pittsburgh and list the number of flights arriving in dallas fort worth from boston before noon",atis_abbreviation#atis_flight#atis_flight_no,"5,2,1"
6542,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon and show me all meals on flights from atlanta to washington,atis_flight#atis_meal,"2,13"
6543,"what does fare code qx mean , how far is the airport from san francisco and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_abbreviation#atis_distance#atis_restriction,"5,9,7"
6544,what does ea mean and where is lester pearson airport,atis_abbreviation#atis_city,"5,11"
6545,what is the distance from toronto international airport to toronto and then how many nonstop flights going from dallas to oakland july twenty seventh,atis_distance#atis_quantity,"9,0"
6546,please show me airlines with flights from boston to denver and what price is a limousine service to new york s la guardia,atis_airline#atis_ground_fare,"3,14"
6547,what are my meal options from boston to denver and also what is restriction ap57,atis_meal#atis_restriction,"13,7"
6548,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , what is the name of the airport at denver and how far is downtown from the airport in dallas",atis_aircraft#atis_airport#atis_distance,"16,6,9"
6549,show me the cheapest fare in the database and then i would like the time your earliest flight from washington to philadelphia,atis_cheapest#atis_flight_time,"15,17"
6550,how many cities are served by lufthansa with first class flights and also what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_quantity#atis_restriction,"0,7"
6551,where is general mitchell international located and then show flights from pittsburgh to oakland on us airlines with fare information,atis_city#atis_flight,"11,2"
6552,what is the least expensive one way ticket from atlanta to denver leaving on october twelfth and also what is restriction ap80,atis_airfare#atis_restriction,"4,7"
6553,"show me the cheapest fare in the database , which cities does united airlines service and how much does it cost to get downtown from the atlanta airport by limousine",atis_cheapest#atis_city#atis_ground_fare,"15,11,14"
6554,what is the ground transportation available in denver,atis_ground_service,8
6555,"show me the cheapest fare in the database , what cities does continental service and is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_cheapest#atis_city#atis_meal,"15,11,13"
6556,what are the coach fares for flights from charlotte to newark tuesday evening and how many seats in a 72s,atis_airfare#atis_capacity,"4,10"
6557,how far is the airport from downtown pittsburgh and also i m sorry i want to book a flight from atlanta to denver colorado,atis_distance#atis_flight,"9,2"
6558,what are the cities served by delta airlines and also show me times for coach flights between boston and baltimore on wednesday,atis_city#atis_flight_time,"11,17"
6559,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , what is the cost of limousine service at logan airport and then how many flights come from denver to baltimore on july nineteenth",atis_aircraft#atis_ground_fare#atis_quantity,"16,14,0"
6560,all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning and then is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_aircraft#atis_meal,"16,13"
6561,"can you list all the airlines that have flights from boston to san francisco , show me airports in washington dc and then is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_airline#atis_airport#atis_meal,"3,6,13"
6562,which airlines have flights from denver to pittsburgh and then show me ground transportation in baltimore,atis_airline#atis_ground_service,"3,8"
6563,"what is fare code h , how many passengers fit on a d9s and how many flights does delta have with a class of service code f",atis_abbreviation#atis_capacity#atis_quantity,"5,10,0"
6564,in dallas fort worth i would like information on ground transportation and also what types of meals are available,atis_ground_service#atis_meal,"8,13"
6565,what type of airplane is an m80 and then show me the cheapest fare in the database,atis_aircraft#atis_cheapest,"16,15"
6566,"how many seats in a 734 , which cities does united airlines service and i actually want to go from ontario to westchester via chicago",atis_capacity#atis_city#atis_flight,"10,11,2"
6567,how many first class flights are provided by american airlines and also what is restriction ap57,atis_quantity#atis_restriction,"0,7"
6568,does any airline have an early afternoon flight from boston to pittsburgh,atis_airline,3
6569,what is fare code h and then how many cities are served by delta airlines with first class flights,atis_abbreviation#atis_quantity,"5,0"
6570,i d like to know the price of first class seats from atlanta to san francisco and then ground transportation dallas,atis_airfare#atis_ground_service,"4,8"
6571,"list a round trip fare from kansas city to minneapolis flights , how far is it from salt lake city airport to salt lake city and also what is restriction ap57",atis_airfare#atis_distance#atis_restriction,"4,9,7"
6572,show me round trip fares from san jose to salt lake city and then how many fare codes belong to economy class,atis_airfare#atis_quantity,"4,0"
6573,show all airlines flying from pittsburgh to san francisco and also is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_airline#atis_meal,"3,13"
6574,list the number of flights arriving in dallas fort worth from boston before noon and then what are the rental car rates in dallas,atis_flight_no#atis_ground_fare,"1,14"
6575,can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555 and then what city is the airport mco in,atis_aircraft#atis_city,"16,11"
6576,tell me distance from orlando airport to the city and also do i get a meal on the atlanta to bwi flight eastern 210,atis_distance#atis_meal,"9,13"
6577,i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston and also show me times for coach flights between boston and baltimore on wednesday,atis_aircraft#atis_flight_time,"16,17"
6578,"what s the smallest plane that flies from pittsburgh to baltimore on eight sixteen , what is the arrival time in san francisco for the 755 am flight leaving washington and then what are the restrictions on the cheapest one way fare between boston and oakland",atis_aircraft#atis_flight_time#atis_restriction,"16,17,7"
6579,what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh and how much does it cost to get downtown from the atlanta airport by limousine,atis_flight_time#atis_ground_fare,"17,14"
6580,ground transportation in denver and also how many first class flights does united have leaving from all cities today,atis_ground_service#atis_quantity,"8,0"
6581,what s the capacity of a 733 and then what ground transportation is there in dallas,atis_capacity#atis_ground_service,"10,8"
6582,explain restriction ap80 and also what types of meals are available,atis_abbreviation#atis_meal,"5,13"
6583,what are the flights from atlanta to dallas and what is restriction ap57,atis_flight#atis_restriction,"2,7"
6584,what is ff and what airlines fly into salt lake city,atis_abbreviation#atis_airline,"5,3"
6585,"what is the distance from boston airport to boston , what is the flight number of the earliest flight between boston and washington dc and then how much would car rental cost in atlanta",atis_distance#atis_flight_no#atis_ground_fare,"9,1,14"
6586,which airline provides business class flights and also how long does it take to get from denver to oakland,atis_airline#atis_distance,"3,9"
6587,display all flights from denver to san francisco on august seven,atis_flight,2
6588,"how many seats in a 100 , what is the total schedule for delta s flights to all airports and also please list the prices for a rental car in pittsburgh",atis_capacity#atis_flight_time#atis_ground_fare,"10,17,14"
6589,what does hou mean and then what city is the airport mco in,atis_abbreviation#atis_city,"5,11"
6590,"what airlines leave from washington , what is the earliest flight from memphis to cincinnati on june thirtieth and what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco",atis_airline#atis_flight#atis_flight_no,"3,2,1"
6591,nonstop flights denver to boston,atis_flight,2
6592,what does fare code y mean and also what are the seating capacities of planes between pittsburgh and baltimore,atis_abbreviation#atis_capacity,"5,10"
6593,"please list information regarding san francisco airport , show me the cheapest fare in the database and also how far is it from orlando airport to orlando",atis_airport#atis_cheapest#atis_distance,"6,15,9"
6594,how many people fit on a 73s and also are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning,atis_capacity#atis_city,"10,11"
6595,what flights go from pittsburgh to newark after 823 in the morning,atis_flight,2
6596,"what is sa , show me the cities served by nationair and then can you find out about the ground transportation available in atlanta",atis_abbreviation#atis_city#atis_ground_service,"5,11,8"
6597,"what kind of airplane is flight ua 281 from boston to denver , what s the capacity of an f28 and also how far is the airport from downtown pittsburgh",atis_aircraft#atis_capacity#atis_distance,"16,10,9"
6598,please show me all airports in denver and how many united flights are there from san francisco please,atis_airport#atis_quantity,"6,0"
6599,list all flights from washington dc to tampa florida,atis_flight,2
6600,what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas and also what airline is dl 98,atis_aircraft#atis_airline,"16,3"
6601,show me the airlines between toronto and denver,atis_airline,3
6602,how far is it from orlando airport to orlando and also how much does it cost to get downtown from the atlanta airport by limousine,atis_distance#atis_ground_fare,"9,14"
6603,what are the most expensive first class tickets between atlanta and dallas and then what time zone is denver in,atis_airfare#atis_city,"4,11"
6604,flight numbers from columbus to minneapolis tomorrow and then do i get a meal on the atlanta to bwi flight eastern 210,atis_flight_no#atis_meal,"1,13"
6605,i m traveling from boston to atlanta and i d like to go sometime after 5 pm but i want to know what kind of airplane it s on and what is the cost of a flight from boston to san francisco,atis_aircraft#atis_airfare,"16,4"
6606,please tell me how many nonstop flights there are from boston to atlanta and what are the restrictions on the cheapest one way fare between boston and oakland,atis_quantity#atis_restriction,"0,7"
6607,what type of aircraft leaves from boston to washington dc at 9 am and then how much is the ground transportation between atlanta and downtown,atis_aircraft#atis_ground_fare,"16,14"
6608,"what is fare code h , show me airlines with flights from pittsburgh to boston please and also what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco",atis_abbreviation#atis_airline#atis_flight_no,"5,3,1"
6609,airports and now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta,atis_airport#atis_flight_time,"6,17"
6610,what type of aircraft is used on american airline flight 315 and then what time does the flight leave denver going to san francisco on continental airlines,atis_aircraft#atis_flight_time,"16,17"
6611,show me all flights on us airlines from boston to oakland california which leave after 11 o clock am and show me times for coach flights between boston and baltimore on wednesday,atis_flight#atis_flight_time,"2,17"
6612,please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston and also what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,atis_airline#atis_flight_no,"3,1"
6613,show me the cheapest fare in the database and how many first class flights does united airlines have departing from boston today,atis_cheapest#atis_quantity,"15,0"
6614,what does fare code y mean and also show me the type of aircraft that canadian airlines uses,atis_abbreviation#atis_aircraft,"5,16"
6615,what does it cost to fly from boston to oakland on united airlines and also what types of meals are available,atis_airfare#atis_meal,"4,13"
6616,"what airlines fly from philadelphia to san francisco , show me the cheapest fare in the database and then please list the prices for a rental car in pittsburgh",atis_airline#atis_cheapest#atis_ground_fare,"3,15,14"
6617,"i d like a round trip ticket from los angeles to tacoma washington , what cities does continental service and then what are the flight numbers of the flights which go from san francisco to washington via indianapolis",atis_airfare#atis_city#atis_flight_no,"4,11,1"
6618,please list the prices for a rental car in pittsburgh and also what is restriction ap57,atis_ground_fare#atis_restriction,"14,7"
6619,"i want to go and take a plane in atlanta and fly to boston , how much does it cost to fly directly from philadelphia to san francisco on american airlines and may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday",atis_aircraft#atis_airfare#atis_flight_no,"16,4,1"
6620,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday and then what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,atis_aircraft#atis_flight_time,"16,17"
6621,"explain the fare codes , show me the cheapest fare in the database and then what is the transportation time from the airport to boston",atis_abbreviation#atis_cheapest#atis_ground_service,"5,15,8"
6622,i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm and also do i get a meal on the atlanta to bwi flight eastern 210,atis_flight_no#atis_meal,"1,13"
6623,"please list information regarding san francisco airport , which cities are serviced by both american and delta airlines and also is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_airport#atis_city#atis_meal,"6,11,13"
6624,on may four atlanta to denver delta flight 257,atis_flight,2
6625,is bwi washington and also can you list costs of denver rental cars,atis_city#atis_ground_fare,"11,14"
6626,airports and what time does the flight leave denver going to san francisco on continental airlines,atis_airport#atis_flight_time,"6,17"
6627,how many seats in a 100 and then how much does it cost to get downtown from the atlanta airport by limousine,atis_capacity#atis_ground_fare,"10,14"
6628,"what airline is dl , show me all meals on flights from atlanta to washington and then how many first class flights does united have leaving from all cities today",atis_airline#atis_meal#atis_quantity,"3,13,0"
6629,is there a meal on delta flight 852 from san francisco to dallas fort worth and how many nonstop flights going from dallas to oakland july twenty seventh,atis_meal#atis_quantity,"13,0"
6630,houston airports and which cities does united airlines service,atis_airport#atis_city,"6,11"
6631,what does code y stand for and show me all meals on flights from atlanta to washington,atis_abbreviation#atis_meal,"5,13"
6632,"what s the name of the denver airport , what flights depart baltimore on friday and arrive in san francisco by 8 pm and also what is restriction ap80",atis_airport#atis_flight#atis_restriction,"6,2,7"
6633,show me fares for flights from minneapolis to seattle on july first 1993,atis_airfare,4
6634,"airports , i need a flight from new york to toronto thursday may six arriving by noon and how many fares are there one way from tacoma to montreal",atis_airport#atis_flight#atis_quantity,"6,2,0"
6635,"show me the type of aircraft that cp uses , how many people fit on a 73s and also what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_aircraft#atis_capacity#atis_restriction,"16,10,7"
6636,"on tuesday i d like to fly from detroit to st petersburg , what is the schedule for flights between pittsburgh and boston on the evening of july ninth and also what is restriction ap57",atis_flight#atis_flight_time#atis_restriction,"2,17,7"
6637,how much does it cost to get downtown from the atlanta airport by limousine and then what types of meals are available,atis_ground_fare#atis_meal,"14,13"
6638,could you give me the schedule of flights for american and delta to dfw on august fifteenth and also is there ground transportation from san diego airport to the downtown area,atis_flight_time#atis_ground_service,"17,8"
6639,show me airports in washington dc and also what are the restrictions on the cheapest one way fare between boston and oakland,atis_airport#atis_restriction,"6,7"
6640,which airlines fly from toronto to san diego and have a stopover in denver and then what price is a limousine service in boston,atis_airline#atis_ground_fare,"3,14"
6641,what s the difference between fare code q and fare code b and how many first class flights does united have leaving from all cities today,atis_abbreviation#atis_quantity,"5,0"
6642,"what is the yn code , airports in new york and how much does it cost to get downtown from the atlanta airport by limousine",atis_abbreviation#atis_airport#atis_ground_fare,"5,6,14"
6643,what are the different classes of service and the prices for us air and also what is the seating capacity for the f28,atis_airfare#atis_capacity,"4,10"
6644,what is the fare on the first flight from atlanta to denver on thursday morning and how many first class flights does united have leaving from all cities today,atis_airfare#atis_quantity,"4,0"
6645,which airlines have first class flights today and also what is the earliest departure time from boston to denver,atis_airline#atis_flight_time,"3,17"
6646,i need a flight from san francisco to philadelphia and how many united flights are there from san francisco please,atis_flight#atis_quantity,"2,0"
6647,what do you know about car rental in denver and what is restriction ap80,atis_ground_service#atis_restriction,"8,7"
6648,"what is the lowest cost fare that delta has between boston and san francisco , what is the flight number of the earliest flight between boston and washington dc and then what types of meals are available",atis_airfare#atis_flight_no#atis_meal,"4,1,13"
6649,what s the capacity of an f28 and what is the number of first class flights on american airlines,atis_capacity#atis_flight_no,"10,1"
6650,"what does ewr mean , what is the name of the airport at denver and then how many fares are there one way from tacoma to montreal",atis_abbreviation#atis_airport#atis_quantity,"5,6,0"
6651,what time are flights from denver to san francisco on continental airlines and then what is restriction ap57,atis_flight_time#atis_restriction,"17,7"
6652,show me the cheapest fare in the database and could you give me the schedule of flights for american and delta to dfw on august fifteenth,atis_cheapest#atis_flight_time,"15,17"
6653,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday and also do i get a meal on the atlanta to bwi flight eastern 210,atis_flight_no#atis_meal,"1,13"
6654,all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco and is there ground transportation from the airport to downtown phoenix,atis_flight_time#atis_ground_service,"17,8"
6655,what are the coach fares from charlotte to la wednesday night and chicago to san francisco on continental,atis_airfare#atis_flight,"4,2"
6656,show me all the flights arriving around noon in washington dc from denver and also show me a list of ground transportation at denver,atis_flight#atis_ground_service,"2,8"
6657,"show me the cheapest fare in the database , what price is a limousine service to new york s la guardia and also what kind of ground transportation is there in washington dc",atis_cheapest#atis_ground_fare#atis_ground_service,"15,14,8"
6658,"how many passengers fit on a d9s , what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh and also how many different flight classes are there",atis_capacity#atis_flight_time#atis_quantity,"10,17,0"
6659,what are the seating capacities of planes between pittsburgh and baltimore and also what s the schedule of flights from atlanta to boston on august first,atis_capacity#atis_flight_time,"10,17"
