,utt,intent,index
14268,how s the traffic in downtown perrysburg,get_info_traffic,0
14269,are there any accidents on my way from work,get_info_traffic#get_location_work,"0,11"
14270,what is the go to place to visit in the bahamas,unsupported,10
14271,rock concerts in albany this week,get_event,7
14272,things to do in north phoenix this week,get_event,7
14273,"traffic conditions at the airport, please",get_info_traffic#get_location,"0,9"
14274,wine bars in chicago,unsupported,10
14275,are there any accidents on my route to work today,get_info_traffic#get_location_work,"0,11"
14276,are there any holiday festivities in bayside tonight,get_event,7
14277,can i get from here to orlando in 15 minutes,get_estimated_arrival#get_location,"20,9"
14278,what route should i take to get from the autobon zoo to the aquarium of the americas during rush hour,get_directions#get_location,"6,9"
14279,is there any traffic between fort benning and orlando florida,get_info_traffic,0
14280,christian friendly music events next month in dallas,get_event,7
14281,can i add a stop at a gas station along the road trip route,get_location#update_directions,"9,12"
14282,what events are happening in newport this weekend,get_event,7
14283,what is the traffic driving from new jersey to newyork,get_info_traffic,0
14284,what is the distance from anchorage to talkeetna,get_distance,4
14285,am i able to get from here to las vegas before 1 pm,get_estimated_arrival#get_location,"20,9"
14286,what christmas-related events are happening in december 2017 in phoenix,get_event,7
14287,will i be in traffic more that 30 minutes,get_info_traffic,0
14288,how long will it take to drive to pac bell park,get_location#get_estimated_duration,"9,18"
14289,holiday song concerts around denver,get_event#get_location,"7,9"
14290,is it traffic on downtown las vegas,get_info_traffic,0
14291,how long should it take me to get to oklahoma state university this evening,get_location#get_estimated_duration,"9,18"
14292,how is the traffic on i35 this morning,get_info_traffic,0
14293,which operas are on the calendar for the beginning of january,get_event,7
14294,what do the roads look like around me,get_info_traffic#get_location,"0,9"
14295,how long will it take to get to chesapeake from highway 17,get_estimated_duration,18
14296,events going on at the beach,get_event#get_location,"7,9"
14297,what s fun to do in orlando,get_event,7
14298,are there any games today,get_event,7
14299,can i get to manhattan by 9:00 pm in current traffic,get_estimated_arrival,20
14300,how long will it take to get to disney world,get_location#get_estimated_duration,"9,18"
14301,how long will it take me to drive from my house to miami fl,get_location_home#get_estimated_duration,"22,18"
14302,how long are expected delays on the brooklyn bridge during construction,get_info_traffic,0
14303,when will dad arrive if he leaves at 6 am,unsupported_navigation,16
14304,where to go in el paso today,get_event,7
14305,is there any cool band playing this weekend,get_event,7
14306,if we leave church at 12pm at what time we will be in uncle s tom house,get_location_home#get_estimated_arrival#get_location,"22,20,9"
14307,kid friendly events this weekend,get_event,7
14308,are there any accidents on i-95 northbound between exits 256 and granada blvd,get_info_traffic,0
14309,are there any wrecks within 20 miles of me,get_info_traffic#get_location,"0,9"
14310,how heavy is 5pm traffic,get_info_traffic,0
14311,is there any delays on the way to the airport,get_info_traffic#get_location,"0,9"
14312,how long will it take to get to publix if i walked,get_location#get_estimated_duration,"9,18"
14313,movie screenings in la this month,get_event,7
14314,what is happening in orlando tonight,get_event,7
14315,tell me estimated time it will take to get to route 676,get_estimated_duration,18
14316,traffic for new jersey please,get_info_traffic,0
14317,which is the quickest roads to travel to arrive at my son s school at dismissal at 1:45pm this afternoon,get_location_school#get_directions,"21,6"
14318,will the restaurant be closed if i take the turn pike instead of the highway,unsupported_navigation,16
14319,is the i-5 at a stand still going west,get_info_traffic#get_location,"0,9"
14320,is there any traffic back ups on the 408 in orlando,get_info_traffic#get_location,"0,9"
14321,get the time to michelle s house using chalkstone rd,get_location_home#get_estimated_duration,"22,18"
14322,will the roads downtown be blocked off for the veterans  parade ,unsupported_navigation,16
14323,are there any concerts near boston this weekend,get_event#get_location,"7,9"
14324,what is the distance to new york,get_distance,4
14325,show me the directions home,get_location_home#get_directions,"22,6"
14326,how long will it take me to get from xavier s house to k michelle s concert,get_location_home#get_event#get_estimated_duration,"22,7,18"
14327,where is the closest holiday snow park for kids to play,get_event#get_location,"7,9"
14328,is there any ice on the road between here and the concert i m going to,get_event#get_location#get_info_road_condition,"7,9,17"
14329,how long will it take me to get to work if i leave at 730 am,get_location_work#get_estimated_duration,"11,18"
14330,how long will it take me to get to my appointment today with the consturction,get_event#get_estimated_duration,"7,18"
14331,"if i leave here at 8 am, when will i get to alex",get_location_home#get_estimated_arrival#get_location,"22,20,9"
14332,why is traffic so bad today,get_info_traffic,0
14333,things happening in chicago during christmas week,get_event,7
14334,what time should i leave aisa s apartment to get to my daughter s 6pm class,get_contact#get_location_home#get_event#get_estimated_departure,"15,22,7,5"
14335,how long will it take to get to hawaii,get_estimated_duration,18
14336,what is the traffic on case avenue,get_info_traffic,0
14337,how much traffic will i run into on my way to work if i leave at 8 am,get_info_traffic#get_location_work,"0,11"
14338,concerts in portland,get_event,7
14339,how long is the drive home tonight,get_location_home#get_estimated_duration,"22,18"
14340,are there any detours to avoid the west side highway,update_directions,12
14341,where are there accidents in my area,get_info_traffic#get_location,"0,9"
14342,what is the best time to beat the rush hour traffic for downtown nashville,unsupported_navigation,16
14343,how long will this traffic add to my time,get_estimated_duration,18
14344,why is traffic stopped on the 405 freeway,get_info_traffic,0
14345,get directions to peachtree street without taking the interstate,get_directions#get_location,"6,9"
14346,show me how many days until holloween,unsupported,10
14347,at what time will we arrive tomorrow,get_estimated_arrival,20
14348,is there light or heavy traffic today,get_info_traffic,0
14349,where can i go for something fun,get_event,7
14350,how is the traffic on my way to work,get_info_traffic#get_location_work,"0,11"
14351,how far is the dentist in this traffic,get_distance#get_location,"4,9"
14352,provide the best directions from home to maple grove mn using major roadways,get_location_home#get_directions,"22,6"
14353,how do i get to mike s house in rahway from the edison train station,get_location_home#get_directions#get_location,"22,6,9"
14354,time the liquor stores closes in garland ar,unsupported_navigation,16
14355,how long would it take to go downtown right now,get_estimated_duration,18
14356,"how many miles from knoxville, tenn to lexington, ky",get_distance,4
14357,traffic tonight,get_info_traffic,0
14358,video game competitions in las vegas next month,get_event,7
14359,are the roads to mandy s house clear,get_info_traffic#get_location_home,"0,22"
14360,when is the champagne celebration,get_event,7
14361,golf tournaments going on this week,get_event,7
14362,what should i do tonight,get_event,7
14363,how bad is traffic on 101 friday afternoon usually,get_info_traffic,0
14364,what s the distance between phoenix and san francisco,get_distance,4
14365,"what can i do in nashua, nh this weekend",get_event,7
14366,i need to know what time it will be when i get to timmy s house in athens if i leave in an hour,get_location_home#get_estimated_arrival#get_location,"22,20,9"
14367,what hours is the santa available at cabelas in portland,get_event#get_location,"7,9"
14368,what is the traffic like leaving seattle to west seattle,get_info_traffic,0
14369,is there a different route to avoid traffic,update_directions,12
14370,whats going on in my city tonight,get_event#get_location,"7,9"
14371,what s going on in my area,get_location_home#get_event,"22,7"
14372,any events happening before 3pm this week,get_event,7
14373,is giza street allows bicycle to pass along cars in the night time,unsupported_navigation,16
14374,what s the distance between topeka and atchison,get_distance,4
14375,heavy traffic on bronx river parkway,get_info_traffic,0
14376,are there any good concerts happening in greensboro tonight,get_event,7
14377,where  can i get food after 8 pm in paris,unsupported,10
14378,what is the traffic driving from atlanta to miami,get_info_traffic,0
14379,any concert events friday in orlando,get_event,7
14380,how long will it take if i stay on the feeder road from the comfort exit to the spurs game,get_event#get_location#get_estimated_duration,"7,9,18"
14381,where is the nutcracker playing,get_event,7
14382,how long will it take me to get to nola,get_estimated_duration,18
14383,"next week, are there any rodeos in dallas",get_event,7
14384,get me driving directions to the coachella festival from my house,get_location_home#get_directions#get_event,"22,6,7"
14385,how far is hawaii from la,get_distance,4
14386,how much traffic will there be on a sunday afternoon driving on highway 66,get_info_traffic,0
14387,any concerts available in long island this week,get_event,7
14388,ovofest happening in toronto this week,get_event,7
14389,anything happening in orlando tomorrow,get_event,7
14390,who made an event to climb in squamish this summer,unsupported,10
14391,what s happening in st pete tonight,get_event,7
14392,are there any derby in georgia,get_event,7
14393,how s traffic around the music festival in brooklyn,get_info_traffic#get_event#get_location,"0,7,9"
14394,accidents along major local major highways,get_info_traffic#get_location,"0,9"
14395,how is my ride to school today,get_info_traffic#get_location_school,"0,21"
14396,when will construction of hwy 4 be finished,unsupported_navigation,16
14397,what is going on this tuesday,get_event,7
14398,what s traffic like in baton rouge,get_info_traffic,0
14399,if i use route 66 how many hours is it from ontario ca to chicago,get_estimated_duration,18
14400,best route to avoid traffic,get_directions,6
14401,what are some cool concerts to attend this monday in chicago,get_event,7
14402,how many miles between atlanta and west palm beach,get_distance,4
14403,please tell me the distance between providence and new york city,get_distance,4
14404,holiday events in california,get_event,7
14405,christmas events at noccalula falls this month,get_event,7
14406,send out an email to family for next weeks events,unsupported,10
14407,are there any concerts in the bay area this weekend,get_event,7
14408,fastest route in order to avoid traffic,get_directions,6
14409,should i go to the concert,unsupported_event,19
14410,who is playing at toad s place this weekend,get_event#get_location,"7,9"
14411,"what time is the christmas parade in new york, and how long is it televised for",get_event,7
14412,is traffic bad going north or south,get_info_traffic,0
14413,what is the fastest route to charlottesville and how many hours will it take me,get_directions#combine#get_estimated_duration,"6,24,18"
14414,christmas lightening this month in dallas,get_event,7
14415,wine events this weekend in corktown,get_event,7
14416,what clubs are open tonight,unsupported,10
14417,is traffic congested on the way to orlando,get_info_traffic,0
14418,any traffic today,get_info_traffic,0
14419,can i get to mansoura  by 5:00 pm with current traffic conditions,get_estimated_arrival,20
14420,which events are going on tomorrow,get_event,7
14421,what is the closet gas station near cattle road,get_location,9
14422,how has traffic been over the last week,get_info_traffic,0
14423,how long would it take me to drive from puna to hilo,get_estimated_duration,18
14424,beer events to consider going next year,get_event,7
14425,what s traffic like by kennywood park today,get_info_traffic#get_location,"0,9"
14426,can you find me some car shows in south alabama this weekend,get_event#get_location,"7,9"
14427,what are the delays for 94e,get_info_traffic,0
14428,what time does traffic from here to downtown usually lighten up,unsupported_navigation,16
14429,"if i leave now, what time will i get to my appointment",get_event#get_estimated_arrival,"7,20"
14430,book signings at barnes & noble,get_event#get_location,"7,9"
14431,when is the earliest the clubs open in las vegas,unsupported,10
14432,are there any accidents on i4 right now between deltona and lake mary,get_info_traffic,0
14433,who is on concert this week in atlanta,get_event,7
14434,how do i reach runforamma event starting at 6pm tonight with the i-70 highway blocked,get_directions#get_event,"6,7"
14435,is there heavy traffic in greenbay today,get_info_traffic,0
14436,what is the current drive time to the mall of america,get_location#get_estimated_duration,"9,18"
14437,how is the traffic on woodruff rd,get_info_traffic,0
14438,which cardinal direction is wichita from tulsa,get_directions,6
14439,which route has the least amount of stop lights,unsupported_navigation,16
14440,how s traffic around the rock concert in new york,get_info_traffic#get_event,"0,7"
14441,what is something fun to take my kids to in allentown this weekend,get_event,7
14442,"what is the total mileage for me to get to burlington, vt from my house, i m going to the hilton on church st",get_location_home#get_distance#get_location,"22,4,9"
14443,how bad usually is the traffic during thanksgiving traveling to new york,get_info_traffic,0
14444,right now at 6pm is there any traffic going towards the hospital,get_info_traffic#get_location,"0,9"
14445,can i avoid traffic,get_directions,6
14446,christmas carols in san diego tonight,get_event,7
14447,what is the fastest route to the store,get_directions#get_location,"6,9"
14448,what music events are happening tomorrow in syracuse,get_event,7
14449,which way should i take to reach the down town this morning,get_directions,6
14450,anything cool happening this weekend,get_event,7
14451,things to do by myself,get_event,7
14452,things to do next wednesday night,get_event,7
14453,"i want to do something fun saturday night, where",get_event,7
14454,what new movies are out at the theaters near me,get_event#get_location,"7,9"
14455,what events are going on tonight,get_event,7
14456,is there a bad accident causing all this traffic,get_info_traffic,0
14457,where is the best place around here to watch the super bowl,get_event#get_location,"7,9"
14458,how long would it take to walk from nyc to jersey city,get_estimated_duration,18
14459,if i leave now can i get to new braunfels before 10am,get_estimated_arrival,20
14460,nightlife events nearby this month,get_event#get_location,"7,9"
14461,any xscape concerts left,get_event,7
14462,how many miles from memphis to chicago,get_distance,4
14463,will it be icy on my way to work in the morning,get_info_road_condition#get_location_work,"17,11"
14464,how long does it take a bird to fly south,unsupported_navigation,16
14465,has the snow been cleared on the way to mom s house today,get_location_home#get_info_road_condition,"22,17"
14466,what s the traffic on my route home,get_info_traffic#get_location_home,"0,22"
14467,traffic,get_info_traffic,0
14468,are there any places that are having a piano concert any time soon,get_event,7
14469,isn t there a jazz festival coming up in orlando,get_event,7
14470,jacksonville holiday events,get_event,7
14471,when should i leave work to get home at 530 pm,get_location_home#get_estimated_departure#get_location_work,"22,5,11"
14472,whats going on friday night,get_event,7
14473,what is the traffic now on the way to work,get_info_traffic#get_location_work,"0,11"
14474,can i get tickets to the next exhibit at the pacific science center in seattle,unsupported_event,19
14475,which state parks will be open on sunday,unsupported,10
14476,how many free things are there to do,get_event,7
14477,what is the traffic on the dan ryan right now,get_info_traffic,0
14478,get the time to the loop in chicago if i leave at 7 am,get_location#get_estimated_duration,"9,18"
14479,what time should i leave if i want to get to san diego tomorrow night,get_estimated_departure,5
14480,what s the traffic driving from los angeles to san diego,get_info_traffic,0
14481,how long will i be stuck in traffic if i take highway 281,get_estimated_duration,18
14482,driving direction  home,get_location_home#get_directions,"22,6"
14483,are there other routes to charleston that do not take the interstates that will get me there by 9pm tonight,get_directions,6
14484,will there be traffic on the return drive,get_info_traffic,0
14485,how late can i leave home and still arrive at shakespeare in the park by 8,get_location_home#get_event#get_estimated_departure,"22,7,5"
14486,what s the distance between philadelphia and new york,get_distance,4
14487,what is the traffic report for i35,get_info_traffic,0
14488,how is the traffic in northern virginia,get_info_traffic,0
14489,meet and greet in orlando,get_event,7
14490,is there heavy traffic from sf to la,get_info_traffic,0
14491,family events next month in fairfield,get_event,7
14492,what clubs are still around from college,unsupported,10
14493,am i going to get stuck in traffic today,get_info_traffic,0
14494,traffic jams on i-15 right now,get_info_traffic,0
14495,what time should i leave home if i want to be at the airport before 7,get_location_home#get_estimated_departure#get_location,"22,5,9"
14496,"find the time to key west using i-10, & i-57",get_estimated_duration,18
14497,any events in anaheim this week,get_event,7
14498,what is the distance between kansas city and sacramento,get_distance,4
14499,how bad is the traffic going by the trace track,get_info_traffic#get_location,"0,9"
14500,is there traffic on i 40 in durham nc,get_info_traffic#get_location,"0,9"
14501,any lil wayne concerts this year,get_event,7
14502,please show me any traffic congestion between appleway and dishman mica road given the current traffic conditions,get_info_traffic,0
14503,is traffic at a stand still near lax,get_info_traffic#get_location,"0,9"
14504,is down town traffic closed for the heat s parade,get_info_traffic#get_event,"0,7"
14505,local events please,get_event,7
14506,is there snow on the bicycle path right now,get_info_road_condition#get_location,"17,9"
14507,how long will the drive from olympia to seattle take,get_estimated_duration,18
14508,how long will it take to drive from my office to my 6pm meeting with roger if i take the freeway,get_location_work#get_event#get_location#get_estimated_duration,"11,7,9,18"
14509,what events are there in hollywood tomorrow,get_event,7
14510,did gisr al seus road has any traffic   congestion right now,get_info_traffic,0
14511,are there any cops on the long island expressway,unsupported_navigation,16
14512,what can we do for fun today,get_event,7
14513,is it possible to get to salvador from sertanópolis before midnight,get_estimated_arrival,20
14514,give me the latest traffic report,get_info_traffic,0
14515,laptop places nearby,unsupported,10
14516,concerts near me in the next month,get_event#get_location,"7,9"
14517,will there be heavy traffic on my drive home,get_info_traffic#get_location_home,"0,22"
14518,"my plane leaves at 1, when should i leave to get there by 12",get_event#get_estimated_departure,"7,5"
14519,concerts in my local area this month,get_location_home#get_event,"22,7"
14520,is there traffic on 285 west,get_info_traffic,0
14521,how long is the drive from boca raton to west palm beach,get_estimated_duration,18
14522,how many miles between new york and los angeles,get_distance,4
14523,how can i get to work and avoid the downed power lines,get_directions#get_location_work,"6,11"
14524,"i want to go to the mall downtown on sunday, what time should i leave to avoid traffic",unsupported_navigation,16
14525,will the fog be heavy again this morning going to work,get_info_road_condition#get_location_work,"17,11"
14526,is there an alternative route other and i694 to jill and bruce s,get_location_home#update_directions,"22,12"
14527,college basketball games tonight,get_event,7
14528,what time does traffic start in san diego,unsupported_navigation,16
14529,kids church christmas events this weekend,get_event#get_location,"7,9"
14530,is there heavy traffic on atlantic avenue,get_info_traffic,0
14531,what is now the quickest route to the nearest hospital from here,get_directions#get_location,"6,9"
14532,hows the flow of traffic on my way home,get_info_traffic#get_location_home,"0,22"
14533,is there a convenience store on rout 51 going to mom s house,get_location_home#get_location#get_info_route,"22,9,8"
14534,can i avoid traffic by taking a different bridge,get_location#update_directions,"9,12"
14535,how long will it take me to drive to my 1pm seminar if i take the freeway,get_event#get_location#get_estimated_duration,"7,9,18"
14536,is there traffic in houston 2 pm,get_info_traffic,0
14537,how long does a flight from new york to california take,get_estimated_duration,18
14538,get the time to boulevard in fine weather conditions,get_estimated_duration,18
14539,what s the traffic like in melbourne,get_info_traffic,0
14540,any hotels left in vegas for new years eve,unsupported,10
14541,what is the traffic driving from murrieta to oceanside,get_info_traffic,0
14542,wine testing in newport beach tonight,get_event,7
14543,whats coming up at the train museum,get_event#get_location,"7,9"
14544,will dave matthews play again in tampa bay,get_event,7
14545,how long does it take to get to china by plane,get_estimated_duration,18
14546,is there normally heavy traffic on i65 at 6 am,get_info_traffic,0
14547,is there any flooding on the highway from the rain last night,get_info_road_condition#get_location,"17,9"
14548,does it take less time to take west street rather than freeway during rush hour,unsupported_navigation,16
14549,how long will it take to reach to the airport to catch 6:10 plane,get_event#get_location#get_estimated_duration,"7,9,18"
14550,tell me what i have planned this week,get_event,7
14551,what is the traffic on my route to work,get_info_traffic#get_location_work,"0,11"
14552,how long of a drive is it to the bernalillo wine festival from belen,get_event#get_estimated_duration,"7,18"
14553,art festivals this weekend,get_event,7
14554,tell me home and garden shows both in northville and south lyon the weekend of december 23 and 24th,get_event,7
14555,"i need to be at my doctor s office in 20 minutes, can i make it if i leave right now",get_estimated_arrival#get_location,"20,9"
14556,what should i do this weekend,get_event,7
14557,anything happening today,get_event,7
14558,get directions to the zoo without hitting road constructions so that i get there by 11 am,get_directions#get_location,"6,9"
14559,events in port st lucie on sunday,get_event,7
14560,whats the best time to avoid traffic,unsupported_navigation,16
14561,concerts by wiz khalifa,get_event,7
14562,concerts in ames ia next week,get_event,7
14563,what is the best time to travel to avoid morning rush-hour,unsupported_navigation,16
14564,how is the road going to johns,get_info_traffic#get_location_home,"0,22"
14565,how many hours does it take to drive to orlando from minneapolis,get_estimated_duration,18
14566,get me directions to mom s house,get_location_home#get_directions,"22,6"
14567,are there any music events in cincinnati this weekend,get_event,7
14568,any way to avoid this traffic,update_directions,12
14569,are there any dinner parties in lansing within a month,get_event,7
14570,provide directions to franklin park from home with no toll roads,get_location_home#get_directions#get_location,"22,6,9"
14571,pull up directions to the close show repair shop near me,get_directions#get_location,"6,9"
14572,take me to king county,get_directions,6
14573,how can i get from the park in obt to the rodeo event on time,get_directions#get_event#get_location,"6,7,9"
14574,i want to get tot the bills game at 7pm what time should i leave syracuse,get_event#get_estimated_departure,"7,5"
14575,will i run into construction on my way to the interview tomorrow,get_info_traffic#get_event,"0,7"
14576,concerts by tamar braxton for this weekend,get_event,7
14577,what is the distance from green ks to ft riley,get_distance#get_location,"4,9"
14578,christmas activities for kids,get_event,7
14579,how long would it take to drive to canada from florida,get_estimated_duration,18
14580,how is the traffic around the football game right now,get_info_traffic#get_event#get_location,"0,7,9"
14581,any new bands playing this weekend,get_event,7
14582,tell me how far it is from las vegas to hollywood,get_distance,4
14583,what are the best places to eat along my route,unsupported_navigation,16
14584,traffic from colorado springs to denver,get_info_traffic,0
14585,what is the distance between philadelphia and nyc,get_distance,4
14586,how long is my drive to the nearest restroom,get_location#get_estimated_duration,"9,18"
14587,how long will it take me to get to columbia if i avoid highways,get_estimated_duration,18
14588,what is causing this traffic jam,get_info_traffic,0
14589,what is traffic like in ca today,get_info_traffic,0
14590,how is the traffic going to be on the i-95 tonight,get_info_traffic,0
14591,can i get home soon before 2pm,get_location_home#get_estimated_arrival,"22,20"
14592,is there always traffic on the gw,unsupported_navigation,16
14593,what is the traffic like on i-20 in houston,get_info_traffic#get_location,"0,9"
14594,anything tomorrow,get_event,7
14595,what time should i leave work if i want to avoid the freeway and get home before 8pm tonight,get_location_home#get_estimated_departure#get_location#get_location_work,"22,5,9,11"
14596,i want to find some place where to listen to live music in denver,get_event,7
14597,is the traffic bad on i20,get_info_traffic,0
14598,where is the heaviest traffic in nyc,unsupported_navigation,16
14599,things to do in baltimore next week,get_event,7
14600,music events happening in atlanta next month,get_event,7
14601,what s the travel time from beaverton to salem,get_estimated_duration,18
14602,how many miles from columbus zoo from home,get_location_home#get_distance#get_location,"22,4,9"
14603,"i need directions to get to newark, de with the least traffic",get_directions,6
14604,can i get to iha pediatrics on time for my appointment if i leave at 8am,get_estimated_arrival#get_location,"20,9"
14605,are there any accidents on the 90 right now,get_info_traffic,0
14606,how soon can get to marry s house from here if i leave now,get_location_home#get_estimated_arrival#get_location,"22,20,9"
14607,please identify any accidents on i-85 n,get_info_traffic,0
14608,concerts in florida,get_event,7
14609,are there alternative routes to bypass heavy traffic areas,update_directions,12
14610,current traffic los angeles,get_info_traffic,0
14611,"how far is new york city from paterson, new jersey",get_distance,4
14612,what time is traffic the best in new orleans,unsupported_navigation,16
14613,can i make it to the horse race at the stadium today if i go after noon ,get_event#get_estimated_arrival#get_location,"7,20,9"
14614,cruises from california for january,unsupported,10
14615,how long will it take to reach the nearest gas station,get_location#get_estimated_duration,"9,18"
14616,holiday movies near me this week,get_event#get_location,"7,9"
14617,quickest way to the tropicana,get_directions#get_location,"6,9"
14618,is there a lot of traffic leaving nyc today,get_info_traffic,0
14619,give me the fastest route to work,get_directions#get_location_work,"6,11"
14620,what time should i leave marry s wedding to make it to the train station by 9 pm,get_event#get_estimated_departure#get_location,"7,5,9"
14621,what s the traffic in clearwater,get_info_traffic,0
14622,flea markets this weekend near yucca valley,get_event#get_location,"7,9"
14623,whats the distance between detroit and miami,get_distance,4
14624,tree lighting events,get_event,7
14625,what is causing the traffic,get_info_traffic,0
14626,what will the traffic be like driving from atlanta to charlotte,get_info_traffic,0
14627,what does my route looks like,get_info_traffic,0
14628,what time do i need to leave work to make it my sons baseball game ontime,get_contact#get_event#get_estimated_departure#get_location_work,"15,7,5,11"
14629,how long will it take for me to drive home,get_location_home#get_estimated_duration,"22,18"
14630,what is traffic like in the early morning,get_info_traffic,0
14631,what movies are playing,get_event,7
14632,"if i leave at 3 pm, when will i get to los angeles",get_estimated_arrival,20
14633,who s the traffic home,get_info_traffic#get_location_home,"0,22"
14634,"i want to arrive at the detroit zoo when it opens, what is the quickest route and when i do need to leave my house",combine#get_directions#get_estimated_departure#get_location#get_location_home,"24,6,5,9,22"
14635,construction traffic on 220n today,get_info_traffic,0
14636,do i have anything to do between 2pm and 4pm today,get_event,7
14637,grocery stores in area,unsupported,10
14638,how is traffic from philadelphia to pittsburgh at the moment,get_info_traffic,0
14639,where are all the police stop points for new years eve,unsupported_navigation,16
14640,when is the next parade,get_event,7
14641,get the time to cairo using desert road,get_estimated_duration,18
14642,things to do when i visit boston in june,get_event,7
14643,times of xmas mass at the closest church,get_event#get_location,"7,9"
14644,where does this traffic lighten up,get_info_traffic,0
14645,what time is the traffic lightest for my drive home,unsupported_navigation,16
14646,can we do something fun tonite,get_event,7
14647,is traffic bad this morning,get_info_traffic,0
14648,any construction that might affect my commute,get_info_traffic,0
14649,what is going on in town tonight,get_event#get_location,"7,9"
14650,things to do in cincinnati tonight,get_event,7
14651,how long would it take to bike to baltimore from dc,get_estimated_duration,18
14652,how far away is hawaii from arizona,get_distance,4
14653,any delays for the trip to work,get_info_traffic#get_location_work,"0,11"
14654,any accidents on the way to rockford,get_info_traffic,0
14655,how is the traffic on hwy 12 in the afternoon,get_info_traffic,0
14656,hows the traffic uptown today,get_info_traffic,0
14657,how long will it take me to get home at 5,get_location_home#get_estimated_duration,"22,18"
14658,what is the traffic this afternoon,get_info_traffic,0
14659,is there construction on the grand central going to laguardia airport now,get_info_traffic#get_location,"0,9"
14660,should i plan for bad traffic tonight,get_info_traffic,0
14661,directions to brady s house from work without freeways,get_location_home#get_directions#get_location_work,"22,6,11"
14662,holiday baking parties in new york for kids only that cost less than $5,get_event,7
14663,is there construction on the 26,get_info_traffic,0
14664,how far walking is from aventura mall to the gulfstream park,get_distance#get_location,"4,9"
14665,anything going on in boston now,get_event,7
14666,what s the travel time to get to mike s house if i leave now and i take i 94,get_location_home#get_estimated_duration,"22,18"
14667,calls for this afternoon,unsupported,10
14668,where can i find an event coordinator near wine country,unsupported,10
14669,how many miles is it from paris to versailles,get_distance,4
14670,how many miles to disneyland from current location,get_distance#get_location,"4,9"
14671,is there any traffic on the way to work,get_info_traffic#get_location_work,"0,11"
14672,things to do,get_event,7
14673,is there any fog on hwy 43 between greenville and conetoe this morning,get_info_road_condition,17
14674,can i get alexandria earlier if i take the train today,get_estimated_arrival,20
14675,how long from tampa to sarasota,get_estimated_duration,18
14676,photos with santa near me next week,get_event#get_location,"7,9"
14677,get my driving directions to the concert from des moines,get_directions#get_event,"6,7"
14678,"the meeting is at 1 today, when should i leave",get_event#get_estimated_departure,"7,5"
14679,how long would it take to get to 100 main street from home by bus if i leave at 7am,get_location_home#get_estimated_duration,"22,18"
14680,pinnacle bank arena concerts 2018,get_event#get_location,"7,9"
14681,traffic from home to university of washington,get_info_traffic#get_location_home#get_location,"0,22,9"
14682,how long will it take me to get to chicago from new york,get_estimated_duration,18
14683,why am i stuck in traffic,get_info_traffic,0
14684,what s happening in olean this weekend,get_event,7
14685,discounted fish stores in st louis,unsupported,10
14686,anything cool in the big island next saturday,get_event,7
14687,are there any sporting events going on tonight,get_event,7
14688,is traffic moving slowly today,get_info_traffic,0
14689,is soaring ridge releasing any new beers this month in roanoke,unsupported,10
14690,when is the christmas parade in denver,get_event,7
14691,any park festivals happening next weekend,get_event,7
14692,what is the distance from canada and boston,get_distance,4
14693,how s the traffic near the georgia aquarium in atlanta,get_info_traffic#get_location,"0,9"
14694,fairs happening in ann arbor next week,get_event,7
14695,how do i get to sarah s house,get_location_home#get_directions,"22,6"
14696,what is the traffic on garden state parkway,get_info_traffic,0
14697,summer solstice celebration this coming weekend in boston,get_event,7
14698,how many construction zones are there from here to fayetteville,unsupported_navigation,16
14699,i need to get to the mall before the close how can i get there,get_directions#get_location,"6,9"
14700,list movie theaters near my brother s house,unsupported,10
14701,what is the best route to avoid traffic on my way home,get_location_home#get_directions,"22,6"
14702,where is handels messiah playing next week,get_event,7
14703,dog shows near gulfport this weekend,get_event#get_location,"7,9"
14704,what is the distance from las vegas to hollywood,get_distance,4
14705,can i drive from toronto to michigan by 6pm,get_estimated_arrival,20
14706,tell me how to get to the aquarium in tampa,get_directions#get_location,"6,9"
14707,how is the traffic,get_info_traffic,0
14708,how long is my drive home from the mall,get_location_home#get_location#get_estimated_duration,"22,9,18"
14709,boston museum that are open during the holidays,unsupported_event,19
14710,show me traffic from detroit to flint,get_info_traffic,0
14711,carnival s in aurora on sunday,get_event,7
14712,is jericho turnpike still under construction now,get_info_traffic,0
14713,things to do in  washington dc,get_event,7
14714,are there construction delays in augusta,get_info_traffic,0
14715,traffic to dc,get_info_traffic,0
14716,how many days will it take me to drive to dayton texas from salmon idaho,get_estimated_duration,18
14717,how long will it take to get to the basketball tryouts if i take route 22,get_event#get_estimated_duration,"7,18"
14718,how long does it take to get there,get_estimated_duration,18
14719,"the movie starts at 8pm, what time should i leave my house",get_location_home#get_event#get_estimated_departure,"22,7,5"
14720,jimmy buffet concerts at the waikiki shell in 2018,get_event#get_location,"7,9"
14721,is the traffic lighter than normal right now,unsupported_navigation,16
14722,any holiday events in san diego tonight,get_event,7
14723,how long is my drive from home to airport,get_location_home#get_location#get_estimated_duration,"22,9,18"
14724,what is the fastest route to el paso,get_directions,6
14725,show the way in light traffic,get_directions,6
14726,how long will it take for me to drive from atlanta to new orleans if i leave in 10 minutes,get_estimated_duration,18
14727,why is the traffic heavy at i-440,get_info_traffic,0
14728,find me a live band in louisville on the 19th,get_event,7
14729,what s happening in tulsa,get_event,7
14730,should i expect any delays on my drive home today,get_info_traffic#get_location_home,"0,22"
14731,kids events scheduled for tomorrow,get_event,7
